teks,label_emosi,label_angka
emaknya kalo marah menjelma menjadi rapper sabar ya hyuk kamu sendirian,angry,0
astaga gila ya hadah kadang gue benaran kaget lihat orang begitu semoga jake di kasih fan yang benaran royall biarpun gue solo stan gue doa kan lu sukses jake,surprise,6
aku waktu itu belikan cowoku jersey di adidas itu kisaran sampai juta ann pasti senang banget itu dia based on pengalaman ku wkwkwk,happy,3
kamu terasa sangat sempurna ketat hangat basah untukku katakata kotor dari mulut suami yang biasanya sopan itu astaga mawar mengencang di sekitarnya bikin juna menggeram makin dalam,surprise,6
geli,disgust,1
astaga hirono siapa ini yang mau menyelam ke dasar lautan adakah yang merasa kehilangan hirononya,surprise,6
panik tidak perlu stok beras nasional melimpah hasil pantauan hkti langsung dari lapangan,fear,2
ya allah alhamdulillah ya allah,happy,3
aduh semoga diganti dengan rezeki yang berlimpah ya by ikutan sedih,sad,5
sumpah benaran najis putus saja nder hubungan itu isinya mengobrol,disgust,1
oh wow excited you might get tapi experience real gameplay,surprise,6
entah kenapa sedih saja begitu ada yang sudah war hari enggak berhasil mendapatkan tiket satupun terus ada juga yang berhasil mendapatkan tiket untuk hari,sad,5
gua senang banget sumpah lihat dia makan kayak lucu nomnomnom jadi pengin makan ohyul eh,happy,3
nak balik nak nangis,sad,5
quick respon polri bersinergi dengan damkar dan masyarakat atasi kebakaran di kota raja pagi tadi,neutral,4
orang tuaku kayanya enggak khawatir masalah makanku karena aku kalau lapar subuhsubuh pun langsung ke dapur,fear,2
jujur kalo di baca lagi jadi geli tapi kok bagus banget kataku real dari hati,disgust,1
a syongnen one tweet au windu be like tahu isi is good tahu diri is better habis itu ketawa sambil nangis dikit arunouire,happy,3
ketawa kwkwk,happy,3
namun jawaban tsuchimikado tegas menolak aku sedikit terkejut tanpa ragu fikirku intervensi sihir membawa kiamat tegas tsuchimikado aku mengangguk pelan masuk akal bisikku,surprise,6
benar kata orang ya ternyata yang brengsek itu mukanya kebanyakan jelek anjing lu pada,angry,0
wkwkwk nangis sudah salah beli belinya segepok lagi,sad,5
senang tapi menambah pekerjaan but overall im happy,happy,3
lilu melirik ke arah collin sedikit terkejut dengan nada bicaranya yang blakblakan sudut bibirnya terangkat tipis langsung tapi the point ya gumamnya pelan saat perintah diberikan ia tak banyak bicara lagi,surprise,6
tapi taca wkwkwk kenapa malu papnya lucu aku khawatir saja soalnya kamu hilang takut benaran ada yang culik terus kondisi bagaimana masih hangover ⠀⠀,fear,2
ngeri ini wkwk saling ngeladenin banteran satu sama lain,fear,2
ngeri soalnya,fear,2
ramai terkejut tetiba cik b yang perform teruk malam nih,surprise,6
takut jir,fear,2
bentar lagi share berita hoaks di grup ya abang,neutral,4
dipaksa masuk pesantren sama orang tua keluarga walaupun sangat bermanfaat dari ilmu dan agama tapi efeknya jadi orang yang manja dan di benci sama satu angkatan,angry,0
mereka sudah bahagia saja masih ada sekumpulan orang yang enggak punya otak ngumbar² privasi mereka kataku mah moveon yang caper bukan chen apalagi istrinya tapi kalian para hatters yang suka julid lihat oranglain bahagia enggak pernah senang ya hidupnya makanya iri lihat oranglain bahagia,happy,3
habuk aku terkejut habuk ya allahhh,surprise,6
jijik banget typingannya wkwjwkk,disgust,1
cowok sekarang knapa kayak anjing semua deh deket² doang enggak ada tujuan tuh apa anjing kesel,angry,0
semangat zelss perbanyak doaaa ya semoga diberi kelancaran amin jangan khawatir kunci ngerjain hatinya tenang dan fokus di,fear,2
ketika sudah sering nangis setelah pulang kerja,sad,5
bentuknya najis tuh bagaimana,disgust,1
sabtu kemarin mau beli sorabi tapi penuh banget enggak biasanya karena enggak sanggup antre jadi beli lengko saja ternyata rame karena beberapa hari sebelumnya sempat ada apa dedi,neutral,4
makan asal sembarang makan pasti hidup hidup asal hidup pasti juga hidup,neutral,4
kesel enggak sih kalian kalau chat panjang dijawab cuma satu dua kata padahal lagi bertanya yang penting tapi ngejawab nya kayak begitu rasanya sedih saja,sad,5
Kloset duduknya ada bercak kuning yang mengering,disgust,1
wkwkwkkwkwk memang sama saja fan sama idol smsm tukang ngakuin dan banggakan diri najis deh lu lebih npd daripada npd nya sih kev io niky,angry,0
soalnya aku mau banget keliling dunia jalan tanpa harus khawatir bakalan kegocek pergaulan bebas,fear,2
untung muka masnya masih baik senyum sambil bilang gapapa yaallah kalo ingat nih hidup lika liku banget mau nangis,sad,5
yaudah bikin sendiri anjir mengapai mencolong punya orang memang najis lu memang ngapa kagak senang lu kelakuan lu najis yang dukung lu juga najis,happy,3
benci banget bye mau nangis lagi,sad,5
mual banget jujurr tapi bismillah deh wishing me the best luck hueeeee mau nangis,sad,5
sumpah ini tontonan bikin bingung tapi candu banget tau antara mau ketawa atau mikir keras tapi tetap ditunggu tiap episodenya,happy,3
banyaknya terjadi hari ini semuanya mi terjadi kayak bisa kah satu satuuu,neutral,4
apalagi yang suka bl tapi anti banget gl gua suka bl tapi kalau gl jijik shshshhss bego,disgust,1
kita yang lelaki nih pun malu nak keluar perkataan jijik macam itu tatau lah level apa muslimat pas nih,disgust,1
yaudah maaf btw deh makan belum balas buldep juga boleh,neutral,4
wow if jackson warne a fully qualified tiktok gym bro says the vaccine played a role ini his dads death itu must be true,surprise,6
sudah keluarrrrr yeyy besok war semangat,happy,3
ça affiche fièrement boleh bilan photo pour un mousqueton wow,surprise,6
balik kerja langsung menaikan mood dengan membaca homo jomok,neutral,4
Ngomongnya doang mau bantu ngerjain tugas kelompok pas hari H malah ngilang,angry,0
gila drainedddd banget dasar pengunjung najis,angry,0
dan sih abang puk terkejut,surprise,6
enggak apa-apa kita nangis berdua aku juga cengeeengg,sad,5
kak tara mu itu tau hal ini bisa marah besar adek,angry,0
coy kasiann astaga memang gawaras manusia² rasis,surprise,6
gua lagi sedih lu malah ketawa nirempati anjir,happy,3
tapi macet nder kalo yang naik ya huhu tadi banget macet agak ngeri sedep wkwk,fear,2
teetee phipor enggak perlu khawatir ya aku bakal menjaga lindungi dan ngetreat abang dengan baik kita sama² terus nya,fear,2
di tanya kesel kesel lah capek banget hadapi mood manusia tapiii lucu hal keciiil banget bisa bikin mood manusia hancur,happy,3
habis baca dan masih bertanya apa hak lu ambil rahimnya lara dan bukannya ditaro di mana atau lapor ke rs begitu like kayaknya lu memang ada gangguan jiwa tapi gue enggak tau namanya apa aside dia nolong banyak cewek tetap tercengang bagian lara dan anjing itu omg,angry,0
ih jijik,disgust,1
bayangkan lu dilecehin sama anak lu sendiri apa enggak jijik dan dengan entengnya lu bilang semoga ada solusi lain selain di enggak waras se orang orang tuanya,disgust,1
aduh pegel banget nih badan takut ketiduran,fear,2
benar banget kak meskipun gaji imut tapi hal hal kayak begini belum tentu bisa ditemukan di berbagai tempat kerja,neutral,4
bio terima kasih telah menghubungi layanan kami kak blank on semoga semakin berkah senang melayani sepenuh hati wassalamualaikum wr wb siska,happy,3
tapi habis itu lo merasa sedih enggak sih kayak ini bentuk inflasi nyata,sad,5
kementerian pertahanan kita selalu prioritaskan kepentingan nasional yuk dukung kedaulatan nkri dengan kerja sama yang solid mari jaga indonesia bersama,neutral,4
Candaan tuh ada batasnya kalau bawa-bawa fisik itu udah kelewatan,angry,0
yaelah kan anak kecil lu kira ada pikiran sange itu kan cuman anak kecil ngira kakak yang duduk itu kayak kakak nya yang dirumah kesel banget baca komen orang,angry,0
siall ketawa beratt,happy,3
tapi lihat hagz di episode hari ini gue merasa sedih dan kasihan menurutku memang lepas saja deh her lu deserve cewek tanpa bayang ex ikhlasin fq ya her,sad,5
wow they got that from falling ini reverse music video,surprise,6
Udah pesen tanpa bawang pas dateng makanannya tetep penuh sama taburan bawang,angry,0
keterlaluan ini mah,angry,0
ㅤ terima kasih untuk doanya aunty aunty sih juga semoga selalu sehat dan bahagia ㅤ,happy,3
ketawa banget anjinggg benci,happy,3
baru menonton the scarecrow eps minggu lalu minggu lalu lewat di tl banyak yang ngeship jaksa cha sama tae joo kok bisa sih orang² enggak ilfeel sama karakter jahatnya cha sih young setelah perlakuan dia ke kasus adeknya tae joo,disgust,1
ada juga sih yang sexualizing aku juga jijik lihatnya tapi enggak usah pukul rata semuanya tergantung bahasanya bagaimana belajar lagi goblok ah pick a struggle lah being jelek atau bodoh jangan dibabat semua,angry,0
itu siapa yang kiri atas ketawa,happy,3
astaga jujuuuu,surprise,6
aku senang mentok sama skynani enggak usah diganggu gugat ol,happy,3
sayur marah itu apa baur dengeer,angry,0
tau ih apa enggak gemeteran kah pas ujian ‍‍‍,neutral,4
tak terkejut dorg dance lagu twice sebab dedua once,surprise,6
update banget buat besok tapi harus psikolog dulu baru psikiater,neutral,4
ngakak mengira siapa tadi,happy,3
kesel banget sama nih burung,angry,0
tiap hari makan enak alhamdulillah telor rebus saja sudah gue anggap enak,happy,3
capcut sharing user harian pro hari ke hari ke hari ke hari ke sharing bulanan bulan ke user bulan ke user bulan ke user no renew private hari ke hari ke hari ke hari ke bulan ke gar di bulan ke,neutral,4
gua tau yang dirasakan pemilik kost bukan diskriminasi tapi wanita malam kalo deh pulang subuh suka teler mabok teriakteriak nangis enggak jelas bikin repot yang ada di sana dan ganggu orang tidur,sad,5
iya benar yang ini lebih jelas tadi habis lihat vidio di tt sn an ada jarak nya ternyata,angry,0
kenapa sedih banget berasa ditinggalin dimana mana,sad,5
knetz nih pada enggak punya kehidupan sendiri apa bagaimana sih senang banget kayaknya ngusik privasi orang lain,happy,3
setelah menonton episode tiap lihat still still yang dipost jadi sedih ️,sad,5
mana ada yang baik saja di konoha kecuali yang masih banyak duit dan pemerintah nya mau maunya saja di bodohi bodohi pemerintah bahwa negara ini warga nya bahagia yang benar di kibulin oleh dongeng,happy,3
kenapa nangis ini meng nya,sad,5
nih sialan apakah ini,angry,0
ayo nangis bareng aku juga mau banget uee semoga ada yang open order ya,sad,5
aku waktu sampai pernah deh baca tentang kutu semua jenis kutu dibahas dibuku itu aku lupa judulnya mulai dari kutu rambut kutu baju dari kain goni kutu kasur merinding sumpah tapi tetap aku baca aku lupa judul bukunya buku itu enggak cuma jelasin kutu tapi ada ilustrasi juga,fear,2
takut adek cewek gue bikin nyokap darah tinggi,fear,2
ini sama halnya kayak pacaran you look into your partners phone and if you dont find anything gua yakin pacar lu juga enggak akan marah beda halnya kalo lu nemu bukti aneh and theyll pull the kok kamu buka hp aku sih salahnya di lu yang nyembunyiin dan enggak mengasih tau,angry,0
najis banget wkwk,disgust,1
wow you are ini big ugly dream maddow not worth a tinkers damn youre not even ini the correct quadrant of life,surprise,6
sengaja nya buat kesel,angry,0
apa hanya aku ya yang selalu mikir kerandoman gue tingkah laku keasbunan gue ekspresi gue yang tibatiba bisa bisa manyun happy senyum atau sedih siapaaa ya yang nantinya bakalan terima itu semua siapa yang diemdiem perlihatkan gue sambil senyumsenyum senang,happy,3
kak otong quote akun yang memakai wajah mantan presiden tentang konten tercengang tapi enggak ada satu pun netizen yang menghujat akun ini meski sebobroknya dinasti sang mantan ada pembangunan infrastruktur yang maju pesat dinikmati banyak rakyat,surprise,6
terus mengucapkan selamat ngewe halal sudah nyiapin gaya apa buat nanti malam dst yang ngarahnya ke sexual thingy jijik mau muntah jujur,disgust,1
pasang gas parno banget brengsek entah dapat darimana cuma ya jadinya enggak bisa,angry,0
salah satu dosa masa kecil yang sampai sekarang masih diinget bohong bilangnya sudah bayar jemputan bulan itu padahal belum enggak uangnya bukan ditilep buat beli sesuatu cuman takut dimarahi saja kalo bilang oiya belum lupa,fear,2
kalo dikasih tau nanti kita tercengang kalo enggak dikasih tau tapi penasaran banget ya wkwk,surprise,6
nah ini dia yang lagi rame habis lihat ini langsung ketawa karena pada debat,happy,3
jijik banget gue menonton videonya,disgust,1
alhamdulillah first contract finished i did itu well ‍,happy,3
enggak bisa enggak nangis pls disrespect banget,sad,5
tapi itu yang di highlight ig teman nya sensor enggak sih muka nya takut ikut ke framing juga apa dia juga terjangkit kasusnya,fear,2
hi kak aipeyour mohon maaf atas ketidaknyamanannya terkait kendala yang kamu alami namun jangan khawatir agar bisa aku bantu cek lebih lanjut bisa infoin detailrincian kendala kamu melalui dm twitter atau ya kak terima kasih sx,happy,3
its been a while since gue terakhir kali ke prambanan jazz festival pengin kesana karena ada xdiz tapi money eobso anjir mendadak banget setank lu bayangkan day after my birthday cok konsernya itll gonna be the best bdy presents ever enggak sih sedih dikit,sad,5
sangking kaget sedih dan kecewanya ndatau lagi harus berkata apa,sad,5
tutorial berenti nangis dong ghes lambung sudah aman pakai antacid sakit kepala juga aman pakai ibuprofen i havent been able tapi sleep too,sad,5
hah itu bws,surprise,6
guys mau bertanya jujur aku orangnya lumayan tenang soal manage waktu nya juga lumayan tapi aku gampang ketularan rasa panik orang lain bagaimana ya huhuu pokoknya aku kalo disekitar pada enggak tenang aku jadi ikutan enggak tenang juga cara ngatasinnya bagaimana ya guys,fear,2
brengsek itu orang,angry,0
kontol juga anjj brengsek kayak mereka pernah dengar saja suara hati rakyat,angry,1
kayak ferxic juga kalo benaran naik,neutral,4
syukur alhamdulillah,happy,3
makasii pap cantiknya yeayy puji tuhan akhirnyaa days done you did great fr yazz self rewardd selamat menikmatii semangat sudah lusaaa gasabar banget,happy,3
dia kayak jungwoo sama hoshi kebelet wamilll sumpah kata gue dia bakal senang banget nanti di barak,happy,3
kerja untuk ngopi sih,neutral,4
aplikasi najis mau ngejual beli doang padahal tahi,disgust,1
pengin menonton salmokji tapi takut,fear,2
ya ampun ketawa banget kasihan,happy,3
di kosan sendirian ini entar kalo aku takut bakalan open house biar ada yang nemenin di kosan anjir,fear,2
memang brengsek spotify,angry,0
aku sedih banget,sad,5
tadi malam ujan deres tws lowbatt pandangan buram alhasil kepikiran banyak hal yang bikin sakit dan nangis sesegukan tapi kalo kata flo sih lusa mens jadi cuman oh hahaha,sad,5
hang punya nak meniputuhan tangan hang pun terkejut,surprise,6
spo prem kak eta duit lagi mangga mangganya karena sisa segitu sudah menahan enggak jajan sebulanan karena di sisihin buat beli spo prem malah kena tipu apa enggak nangis,sad,5
tidur sih,neutral,4
